Ioff,Ion,SS,Vth,Vth2
-10.23300,-4.99304,78.34360,0.26190,0.401042
-9.90257,-4.99419,77.10680,0.23118,0.364408
-11.74120,-4.99624,72.09200,0.36306,0.488406
-11.16190,-4.98017,76.48400,0.33097,0.460445
-11.15100,-5.04079,73.18400,0.31509,0.454338
-10.05950,-4.99641,78.40920,0.24855,0.385147
-10.17790,-4.99277,77.60830,0.25725,0.391104
-10.23670,-5.00847,77.22670,0.25815,0.395882
-10.01700,-4.99687,76.69000,0.24081,0.378865
-10.17230,-4.96392,80.04290,0.26322,0.392679
-10.57150,-4.98676,74.29900,0.27720,0.412111
-10.90680,-5.01663,77.49800,0.31366,0.442165
-9.80905,-4.93399,78.44060,0.22864,0.36196
-10.99340,-5.02583,74.50600,0.31497,0.436679
-10.44800,-5.00305,75.60200,0.27081,0.401425
-10.25930,-4.95290,75.20500,0.25717,0.384905
-10.36360,-4.93401,76.70500,0.26833,0.391902
-9.58949,-4.96451,77.93910,0.20935,0.344884
-9.62194,-4.94301,77.57970,0.21106,0.351062
-10.38050,-4.97017,77.45200,0.27047,0.406477
-10.36170,-5.00505,77.84800,0.27196,0.4164
-10.65440,-5.00528,75.24700,0.28460,0.421277
-10.01870,-4.99407,76.48830,0.23957,0.375676
-10.43800,-4.97491,75.34300,0.26850,0.397584
-10.64740,-5.01551,76.17200,0.28874,0.428942
-10.06420,-4.96958,78.36130,0.24897,0.383505
-10.40210,-4.99049,76.40500,0.27078,0.401379
-10.97450,-5.06965,75.84200,0.31175,0.454083
-10.79770,-4.98540,73.49900,0.28846,0.406842
-9.58316,-4.96733,78.07620,0.20879,0.338056
-11.65310,-4.99979,70.30800,0.35092,0.476713
-10.79210,-4.96713,73.74100,0.29155,0.406538
-10.17300,-4.98876,75.19160,0.24599,0.379484
-10.39210,-5.00437,75.24300,0.26380,0.40175
-11.39400,-4.99760,70.94300,0.32516,0.442644
-10.03430,-4.94742,77.18820,0.24314,0.37797
-9.96271,-4.96939,79.09400,0.24387,0.378597
-10.84020,-5.00712,75.87800,0.30332,0.435485
-10.28750,-4.97497,76.81800,0.26082,0.382382
-9.61412,-4.95586,78.48350,0.21291,0.344939
-9.66659,-4.92778,79.30050,0.21974,0.348121
-9.96264,-4.93615,77.69370,0.23780,0.356753
-10.10610,-4.93914,76.03320,0.24458,0.365104
-9.62622,-4.98119,79.57090,0.21741,0.358816
-9.62232,-4.97259,78.41700,0.21311,0.345987
-9.93627,-4.97688,77.48460,0.23474,0.366032
-10.58560,-4.96688,79.81400,0.29893,0.428086
-10.45940,-4.97956,73.13500,0.26047,0.38238
-9.33582,-4.95778,80.29830,0.19551,0.336293
-11.33220,-5.02680,72.15800,0.32475,0.451641
-9.87131,-4.97577,78.09490,0.23304,0.368925
-9.68473,-5.00002,79.43200,0.22086,0.36108
-11.36660,-5.02260,72.79900,0.33342,0.458975
-9.70888,-4.94448,76.20990,0.21370,0.34087
-11.58610,-4.98158,74.50800,0.35858,0.474939
-11.38840,-5.00690,70.50000,0.32796,0.460814
-10.50110,-4.97772,77.74400,0.28410,0.415958
-11.56410,-5.01906,72.80600,0.35489,0.483336
-10.70180,-5.00402,78.79000,0.30288,0.449818
-9.69744,-4.93615,78.22090,0.21858,0.356124
-11.31000,-5.03116,75.46900,0.33884,0.477162
-10.84110,-4.99806,75.07200,0.30376,0.442325
-10.55330,-4.99454,74.80200,0.27763,0.41113
-11.56180,-5.04556,74.12300,0.35230,0.480534
-11.11370,-5.07904,74.19400,0.31566,0.45622
-11.88410,-5.06251,69.89100,0.36177,0.495515
-10.94590,-5.00053,75.49700,0.31367,0.455903
-10.65400,-4.98615,75.81100,0.29027,0.428658
-10.40000,-4.96341,76.09800,0.26975,0.390517
-10.85100,-4.98590,73.67400,0.29726,0.419157
-9.65739,-4.97770,79.14300,0.21694,0.349246
-10.93830,-5.05733,75.40000,0.30604,0.440724
-10.17620,-5.00962,76.11380,0.25320,0.390874
-10.11390,-4.96736,76.28550,0.24640,0.373692
-10.61810,-5.00676,75.91300,0.28484,0.418337
-11.58260,-5.05020,71.92600,0.34410,0.479206
-10.30970,-5.01070,78.44600,0.26877,0.418912
-10.92120,-4.96388,74.15600,0.30334,0.421909
-9.87745,-5.00713,78.38790,0.23406,0.375428
-10.37760,-4.94050,75.80100,0.26674,0.398865
-9.84535,-4.98847,74.50770,0.21942,0.343022
-12.11540,-5.07476,69.77700,0.37875,0.508657
-9.53105,-4.97554,75.61900,0.19735,0.324944
-10.14280,-4.99045,75.93760,0.24690,0.376421
-10.69010,-4.98739,74.59900,0.28661,0.409733
-10.13220,-4.98472,77.67290,0.25247,0.382637
-11.41870,-5.04698,72.44500,0.33264,0.469894
-9.96231,-4.95650,74.48440,0.22749,0.347864
-10.32540,-4.95873,76.00400,0.26308,0.390104
-10.03090,-5.01397,80.56590,0.25356,0.399188
-11.28830,-4.98877,71.92200,0.33640,0.46852
-10.41280,-4.97530,74.62800,0.26536,0.397073
-8.99992,-4.90525,77.79712,0.16025,0.284343
-9.53527,-4.95916,78.01100,0.20484,0.337164
-10.02700,-5.00629,76.58790,0.23977,0.374351
-10.99970,-4.98800,74.38400,0.31596,0.449934
-10.13130,-4.94621,79.77950,0.26101,0.389265
-9.79698,-4.96664,78.08310,0.22575,0.352378
-10.25640,-4.97642,73.78640,0.24893,0.390187
-9.82634,-4.98492,76.88530,0.22594,0.36182
-10.06870,-4.98168,77.87680,0.24588,0.372546
-9.78452,-4.95499,77.70610,0.22584,0.363322
-10.89560,-5.06178,74.21900,0.29935,0.442012
-10.34610,-5.00219,72.65700,0.25216,0.376437
-10.24070,-4.98367,78.10500,0.26271,0.388544
-10.95140,-5.01914,76.24600,0.31043,0.448905
-10.96350,-5.03008,75.02400,0.31042,0.437233
-11.14590,-5.00664,74.02500,0.32177,0.449906
-11.56590,-5.06687,72.90000,0.34709,0.475919
-9.79168,-4.99220,74.98680,0.21656,0.344095
-10.73700,-5.00953,77.55600,0.30083,0.439464
-9.51202,-4.95939,78.00230,0.20318,0.33788
-10.61060,-4.97443,77.42300,0.29102,0.415268
-10.55460,-5.00077,76.25800,0.28442,0.427598
-10.50920,-5.02550,77.77100,0.28294,0.42084
-11.44520,-4.97953,76.93400,0.35844,0.473599
-11.53680,-4.99139,75.67500,0.35903,0.480225
-9.82411,-4.97701,74.73780,0.21804,0.342374
-10.69290,-5.01805,75.76400,0.29235,0.420061
-10.04690,-4.95239,77.41030,0.24388,0.366387
-9.61995,-4.90910,77.34540,0.20836,0.323433
-10.25700,-5.00298,80.08400,0.27218,0.419518
-10.32810,-4.99187,78.51000,0.27080,0.410534
-11.23340,-5.00691,73.11000,0.32505,0.451668
-10.66550,-5.01934,77.60900,0.29420,0.445204
-10.69420,-4.98451,75.14600,0.28903,0.413636
-10.63450,-4.99776,74.85100,0.28187,0.408871
-10.54580,-4.97434,76.66400,0.28154,0.413196
-11.21660,-4.98388,75.98300,0.33326,0.46244
-9.47548,-4.92338,76.99710,0.19704,0.321235
-11.43460,-5.00948,76.16900,0.35672,0.483868
-10.22400,-4.99397,75.30910,0.25106,0.382891
-9.48768,-4.93032,79.71910,0.20603,0.335781
-10.25230,-5.00303,76.40140,0.25949,0.398723
-11.29400,-4.99880,72.70200,0.32937,0.462152
-10.26540,-5.00304,77.93400,0.26266,0.396543
-10.04290,-4.95122,80.17110,0.25216,0.379829
-10.35000,-5.01132,76.16800,0.26554,0.411272
-10.11340,-4.91468,75.07370,0.24237,0.354036
-10.51250,-4.99307,77.05400,0.28033,0.420071
-9.76979,-4.93336,76.90230,0.21948,0.341483
-10.03140,-4.96838,78.27620,0.24469,0.373103
-9.86023,-4.99423,77.50340,0.22975,0.363138
-9.96530,-4.99648,81.25950,0.24811,0.384703
-9.26133,-4.95436,78.39800,0.18319,0.311129
-9.63084,-4.94030,78.57070,0.21352,0.340955
-11.54020,-5.00897,72.85900,0.35161,0.470767
-9.89800,-4.94372,77.79640,0.23374,0.36162
-10.82180,-5.03174,76.69600,0.30429,0.446241
-10.81640,-4.98797,74.15700,0.29592,0.415962
-10.19550,-5.01126,75.12160,0.24866,0.381689
-10.95240,-5.06381,72.45400,0.29895,0.428461
-10.12620,-4.98477,76.70050,0.24914,0.38109
-11.03870,-5.00090,74.24200,0.31369,0.443843
-10.70760,-4.95313,75.00200,0.28971,0.40903
-11.13430,-5.02681,74.77000,0.32455,0.463942
-11.56160,-5.13571,68.81600,0.33898,0.48275
-10.23420,-4.95294,75.51460,0.25423,0.374061
-10.87670,-5.03112,72.56200,0.27478,0.408274
-9.87764,-4.96837,78.75850,0.23491,0.37435
-11.80790,-4.97971,71.20900,0.36354,0.477286
-10.13360,-4.98598,79.36050,0.25775,0.396148
-9.39585,-4.95977,79.28610,0.19756,0.335915
-10.45060,-4.96216,76.00900,0.27531,0.405455
-9.47441,-4.93138,77.96810,0.19999,0.327083
-10.40200,-4.96555,76.12300,0.26933,0.391806
-11.10340,-4.97336,74.94200,0.32080,0.450197
-9.78267,-4.90172,80.96630,0.23386,0.363307
-10.67740,-4.98909,76.81700,0.29521,0.431084
-9.71687,-4.94847,77.87230,0.21968,0.351316
-10.43610,-4.96111,76.06700,0.27271,0.398926
-10.07940,-4.97044,76.60080,0.24501,0.370886
-10.99360,-4.98698,74.16400,0.31040,0.42169
-9.71663,-4.95033,76.38570,0.21503,0.341737
-10.14990,-4.97691,76.32290,0.24927,0.3811
-9.69041,-4.96599,80.50610,0.22560,0.369871
-10.07960,-4.99465,76.71460,0.24457,0.380604
-9.87209,-4.93520,78.93640,0.23501,0.367445
-10.65350,-4.97266,77.38100,0.29235,0.432365
-10.28670,-5.00307,77.57700,0.26486,0.407899
-10.95000,-5.01877,74.99300,0.30765,0.439069
-10.04970,-4.98362,76.99360,0.24305,0.375936
-11.68070,-5.02060,70.05800,0.35442,0.487333
-10.25540,-5.00139,78.30200,0.26390,0.401988
-10.69490,-4.99897,75.52700,0.29069,0.416968
-10.23070,-4.97102,76.82520,0.25912,0.385864
-10.17120,-4.97102,79.79990,0.26386,0.405332
-10.87460,-5.00404,73.14300,0.29570,0.420856
-10.80380,-4.95501,74.85200,0.29968,0.424286
-9.83065,-4.99192,77.55450,0.22781,0.363968
-9.97988,-4.96442,77.87630,0.23988,0.373846
-11.00920,-4.98763,72.91500,0.30614,0.435245
-9.41307,-4.95133,80.30110,0.20044,0.332464
-10.68520,-4.98021,77.57400,0.30135,0.424864
-10.40330,-4.98268,77.22600,0.27121,0.403956
-11.49070,-5.09577,74.27700,0.34937,0.497629
-10.54280,-5.01223,74.80000,0.27566,0.400311
-10.38950,-4.96547,74.84500,0.26391,0.386601
-9.61640,-4.99151,77.87400,0.21121,0.347344
-11.30840,-5.03586,73.37000,0.33232,0.457964
-11.43600,-5.01953,75.68700,0.35185,0.484975
-10.53110,-5.02636,75.17000,0.27479,0.404044
-9.12063,-4.92100,77.12174,0.16699,0.283164
-11.65540,-5.09215,72.59000,0.36455,0.515317
-10.80650,-5.01724,74.46900,0.29536,0.436596
-10.28280,-4.98135,77.39400,0.26409,0.392399
-10.11120,-5.00297,75.80760,0.24414,0.372944
-11.19170,-5.02020,75.98400,0.32936,0.470083
-10.65940,-4.98586,75.84100,0.28952,0.413024
-10.56700,-4.99767,74.62800,0.27767,0.405787
-9.87020,-4.94519,82.92300,0.24547,0.380039
-10.05830,-4.95719,77.54160,0.24631,0.372148
-10.39600,-4.95786,77.06400,0.27205,0.404511
-11.49270,-4.99488,72.36100,0.33875,0.464416
-10.50520,-5.01099,72.58300,0.26442,0.38738
-9.78291,-4.94153,77.35000,0.22279,0.355341
-10.64100,-5.03320,74.92000,0.28216,0.412106
-10.61540,-4.98285,78.19600,0.29688,0.425508
-11.03400,-4.95529,72.81200,0.30792,0.427113
-12.13450,-5.00151,71.53000,0.39151,0.501789
-11.64860,-5.00756,75.67400,0.36864,0.487068
-10.79300,-5.05271,76.79300,0.30404,0.452698
-10.51990,-4.98046,74.21400,0.27100,0.398544
-11.33400,-5.02113,75.38000,0.34201,0.475649
-10.08540,-4.95899,77.56510,0.24894,0.390984
-11.72290,-5.03886,76.27600,0.37201,0.496719
-11.29830,-5.05870,75.39200,0.33868,0.474673
-11.34790,-5.01661,73.15900,0.33325,0.457969
-11.10940,-5.02578,76.39100,0.32696,0.462419
-9.27286,-4.95297,79.43540,0.18537,0.312233
-10.36540,-4.98310,76.68400,0.26624,0.393621
-11.01500,-4.98855,75.23100,0.31570,0.442491
-10.31880,-5.00578,76.87300,0.26587,0.397702
-11.09610,-4.98103,76.62500,0.33389,0.468775
-10.21740,-5.04437,78.13520,0.26069,0.416876
-10.41340,-4.97150,75.25600,0.26865,0.384574
-10.87200,-5.02445,75.66700,0.30395,0.430109
-10.21770,-4.99599,83.10300,0.27959,0.429862
-9.29457,-4.92325,80.19740,0.19027,0.322604
-9.99747,-5.01549,78.45860,0.24229,0.378185
-10.52520,-5.01779,78.32900,0.28779,0.433239
-9.88946,-4.92607,77.10800,0.22918,0.343679
-10.45160,-4.99431,75.72100,0.27140,0.405346
-9.20057,-4.93200,78.80120,0.17889,0.305167
-10.60890,-4.95685,77.47400,0.29335,0.414604
-9.86166,-4.99328,75.43970,0.22391,0.356497
-9.55432,-4.92210,76.98430,0.20134,0.313285
-9.89424,-4.92148,77.76100,0.23403,0.364653
-10.28530,-4.98426,76.26800,0.26221,0.399725
-9.76685,-4.95271,79.14150,0.22572,0.351254
-10.32200,-4.95089,73.60490,0.25181,0.367905
-10.21560,-4.94018,72.51850,0.24663,0.370065
-10.11800,-5.02985,74.95310,0.24258,0.382736
-9.50974,-4.96178,79.23950,0.20841,0.357735
-10.15230,-4.97122,76.16270,0.25043,0.377635
-10.37010,-4.96575,77.93200,0.27233,0.397163
-10.87320,-5.03963,75.07600,0.30226,0.434763
-10.93200,-5.01726,72.00600,0.29662,0.421428
-10.83490,-4.96753,73.95600,0.29510,0.40791
-10.50790,-4.98933,75.22700,0.27405,0.412007
-11.29830,-5.05948,71.91900,0.32216,0.456607
-9.93218,-4.93081,77.99250,0.23746,0.36757
-10.00850,-4.96531,76.86180,0.23953,0.373949
-11.18630,-4.99824,72.82800,0.31864,0.442232
-10.03730,-4.96188,78.36150,0.24757,0.377586
-11.10320,-5.01480,73.13900,0.31107,0.434064
-9.90012,-4.94733,78.04480,0.23412,0.356874
-11.17570,-5.00504,71.74200,0.31374,0.443256
-11.86770,-5.03816,74.13800,0.38074,0.517022
-11.09770,-4.97226,75.95800,0.32428,0.450314
-9.75518,-4.96227,76.18860,0.21694,0.344817
-9.74537,-4.99834,76.63490,0.21686,0.347968
-11.94660,-5.00235,70.13300,0.37201,0.495918
-10.88380,-5.00309,75.49500,0.30474,0.440488
-10.16930,-4.97519,73.72630,0.24025,0.363865
-10.74490,-4.97073,73.58800,0.28935,0.413243
-10.05820,-4.93729,74.34770,0.23709,0.360896
-9.71484,-4.95719,79.26750,0.22524,0.370105
-10.03980,-4.97815,78.98140,0.24832,0.383878
-11.05730,-4.96754,75.07200,0.31927,0.446044
-10.69990,-4.94737,75.58500,0.29217,0.416964
-10.93960,-5.02984,74.78900,0.30390,0.440919
-10.70040,-4.98110,75.49800,0.29124,0.417864
-10.64550,-4.99003,75.39800,0.28650,0.412905
-10.08670,-4.97108,76.27340,0.24273,0.374339
-10.79400,-4.97671,78.53500,0.31241,0.443881
-9.77568,-4.96883,76.78030,0.22212,0.36182
-11.33550,-5.01978,72.60900,0.32970,0.454911
-10.36590,-4.98150,76.13100,0.26527,0.39237
-9.24193,-4.96061,76.30880,0.17720,0.30714
-10.13330,-4.98236,76.43510,0.24798,0.376051
-10.01110,-4.96040,76.49270,0.23965,0.372051
-9.53561,-4.94148,75.62300,0.19815,0.322405
-10.66560,-5.01338,73.58100,0.28251,0.412949
-10.86960,-5.04914,77.72300,0.31227,0.455508
-10.33560,-4.96457,75.45700,0.26108,0.390045
-11.16640,-5.01121,74.71300,0.32338,0.459574
-10.73060,-4.95606,74.08600,0.28784,0.409867
-10.40080,-5.01929,76.48400,0.26977,0.402719
-10.84330,-5.00165,74.77300,0.29995,0.429601
-11.21400,-5.00150,73.98300,0.32703,0.454581
-10.05460,-4.96846,79.17390,0.25183,0.393987
-10.39250,-4.97952,73.79500,0.26072,0.391264
-9.27145,-4.97451,80.52130,0.18946,0.323359
-11.22790,-5.00495,77.10200,0.33657,0.463316
-10.47990,-4.95455,76.09500,0.27426,0.391851
-9.55877,-4.94146,78.32830,0.20704,0.33087
-12.11120,-5.02447,69.83000,0.37876,0.506464
-10.39580,-4.95903,75.15300,0.26630,0.400224
-10.49930,-5.00476,75.17200,0.27142,0.407768
-11.12040,-5.01126,69.12100,0.31282,0.44895
-9.54790,-4.92491,77.87000,0.20383,0.325617
-9.85980,-4.98881,78.36190,0.23126,0.364777
-9.88693,-4.94041,78.99590,0.23670,0.374741
-10.11290,-4.99772,77.23430,0.25181,0.386368
-9.77019,-4.99368,78.51160,0.22544,0.366188
-11.13930,-5.01639,75.27600,0.32514,0.45106
-10.48010,-5.00379,73.29600,0.26480,0.397062
-9.81228,-4.94952,75.67100,0.22051,0.349057
-11.00980,-5.03234,78.56500,0.32896,0.470772
-9.96255,-4.95959,77.54590,0.23737,0.361443
-11.03430,-5.01221,74.51200,0.31062,0.440731
-12.16420,-5.03292,73.36900,0.40157,0.515133
-9.57440,-4.96769,82.92390,0.22094,0.357572
-10.60210,-4.97798,73.85800,0.27817,0.404543
-11.06870,-5.01906,72.73700,0.32132,0.454163
-10.29060,-4.98672,77.51900,0.26569,0.402382
-9.51685,-4.93600,79.41150,0.20741,0.340209
-11.45790,-5.04807,78.61000,0.36620,0.511271
-9.47396,-4.94890,77.72220,0.19889,0.326784
-10.76160,-4.98907,74.47200,0.29207,0.425
-11.59120,-5.02792,75.43300,0.36350,0.501631
-10.62920,-4.97505,78.04700,0.29086,0.413795
-9.96781,-4.99192,75.35700,0.23192,0.367592
-9.98253,-4.96450,75.77150,0.23548,0.367254
-9.69256,-5.00051,79.24910,0.22037,0.35496
-10.92730,-5.02415,73.75500,0.30031,0.432741
-10.48620,-4.99122,76.55700,0.27430,0.403478
-11.00010,-4.98036,71.06200,0.29662,0.414188
-9.88792,-4.95520,75.95250,0.22763,0.355366
-10.44070,-4.95834,76.49100,0.27345,0.396115
-10.94050,-4.97054,79.13600,0.32885,0.440941
-9.20110,-4.93765,77.70500,0.17761,0.309399
-9.42424,-4.94337,78.48100,0.19732,0.326076
-10.44250,-4.99202,70.03300,0.25025,0.373724
-12.15450,-5.04080,72.43100,0.39722,0.520281
-9.96295,-4.99879,76.95070,0.23647,0.377467
-10.01370,-4.97583,76.91630,0.24093,0.375788
-10.13360,-5.03079,75.39990,0.24353,0.380458
-10.25350,-4.96234,77.15320,0.26050,0.387987
-9.87119,-4.97952,79.10530,0.23567,0.371961
-10.31550,-5.00292,74.68500,0.25636,0.389846
-10.45030,-5.00284,77.70500,0.28063,0.423809
-10.95100,-5.04676,74.71200,0.30598,0.441259
-10.30180,-4.97266,74.53130,0.25585,0.389596
-10.99030,-4.96115,76.29900,0.31959,0.455383
-11.28310,-5.06379,72.30600,0.32769,0.46265
-10.71820,-5.00435,78.17000,0.30308,0.442506
-10.36570,-4.98698,76.20200,0.26695,0.387896
-10.59700,-4.97602,75.73100,0.28486,0.417851
-11.08540,-4.96096,71.94400,0.30804,0.422154
-11.07560,-4.97598,70.37900,0.30243,0.413355
-9.92421,-4.98996,75.14970,0.22773,0.365255
-10.34070,-4.94575,74.91100,0.25996,0.376216
-9.67144,-4.96595,77.72260,0.21483,0.352734
-10.77310,-5.01827,75.20900,0.29686,0.418659
-10.20140,-4.96651,76.62840,0.25535,0.387088
-10.71560,-5.04104,73.69900,0.28389,0.425218
-10.83880,-5.01568,75.79900,0.29931,0.436212
-11.43590,-5.02613,74.53700,0.34586,0.480384
-10.46210,-4.96431,74.39400,0.26785,0.376249
-10.77030,-4.96459,76.20000,0.29884,0.436089
-10.68090,-4.98305,73.84200,0.28328,0.414737
-9.83738,-4.99281,78.96520,0.23122,0.365779
-10.13970,-4.96967,75.97680,0.24830,0.370865
-10.38730,-4.97600,74.63900,0.26335,0.394003
-10.59020,-4.98209,73.69400,0.27409,0.394887
-9.47114,-4.95774,78.57270,0.20098,0.333711
-9.86728,-4.94648,76.33320,0.22551,0.349011
-10.22860,-4.98478,74.32610,0.24972,0.382053
-10.49000,-4.98320,74.55400,0.27036,0.397154
-9.87979,-4.96402,76.56960,0.22847,0.360572
-11.02010,-5.06915,71.55000,0.30056,0.436508
-10.14050,-4.96158,78.42560,0.25685,0.391341
-10.96450,-5.02968,77.17800,0.31429,0.454065
-10.14330,-4.95823,78.41920,0.25651,0.390776
-10.55670,-4.97767,73.74800,0.27342,0.400238
-10.81850,-5.06036,74.68200,0.29767,0.441901
-9.57740,-4.90635,77.19980,0.20564,0.329394
-10.81020,-5.00873,76.40000,0.30352,0.438636
-10.55640,-5.02784,72.53800,0.26806,0.398788
-10.61530,-4.95493,76.62000,0.28565,0.404182
-11.32640,-5.00599,71.57600,0.32841,0.453685
-10.78860,-4.99688,73.33000,0.29329,0.418574
-9.54572,-5.00963,78.34120,0.20744,0.351381
-10.00820,-4.96349,79.77230,0.24918,0.387883
-10.84830,-4.92074,73.96900,0.29540,0.408625
-9.77393,-4.93987,79.41850,0.22767,0.352567
-9.94681,-4.99303,78.76650,0.24070,0.378618
-10.09850,-4.94756,76.25650,0.24533,0.367047
-9.78720,-4.94222,79.76500,0.22837,0.349495
-10.27120,-4.95552,77.50500,0.26196,0.384023
-10.61760,-5.01435,77.94900,0.29468,0.45157
-10.12430,-4.96868,77.70180,0.25282,0.394777
-9.96439,-4.95386,74.83600,0.23038,0.353884
-10.38950,-5.00075,77.94900,0.27204,0.402866
-10.74100,-4.99269,74.67900,0.29291,0.42029
-12.01300,-5.04395,73.08900,0.38265,0.518133
-9.85559,-4.96465,76.29560,0.22504,0.347985
-10.78310,-5.02471,73.86500,0.29235,0.434508
-10.16820,-4.97876,75.93830,0.24904,0.37283
-11.03160,-5.05762,72.87700,0.30987,0.455568
-10.19140,-4.97223,75.42820,0.25045,0.380092
-9.26299,-4.97715,79.62880,0.18603,0.318777
-9.68022,-4.92207,76.39500,0.21078,0.329031
-10.82740,-4.99003,75.97300,0.30309,0.429465
-11.02280,-5.01535,77.47800,0.32197,0.466838
-9.83726,-4.97752,78.82250,0.23083,0.363557
-11.55090,-5.06704,73.42700,0.35364,0.484832
-11.36590,-5.01392,73.94200,0.33577,0.459327
-10.58700,-5.02496,73.98200,0.27536,0.410429
-10.00070,-4.94884,75.43020,0.23474,0.353704
-10.29580,-4.93177,75.96600,0.26113,0.385103
-10.01410,-4.95670,75.98200,0.23581,0.355524
-10.79760,-5.01208,78.82500,0.31255,0.45671
-10.54690,-4.99347,74.69700,0.27510,0.408814
-11.72900,-5.02550,77.51700,0.38126,0.525189
-11.47000,-4.99293,72.78300,0.34467,0.46828
-10.53360,-4.97398,76.28200,0.27968,0.407964
-10.17120,-4.99557,80.65380,0.26731,0.409637
-9.89966,-4.93791,77.42230,0.23204,0.362515
-9.49730,-4.98590,75.28070,0.19640,0.325103
-9.35086,-4.93489,79.27440,0.19312,0.324908
-11.29270,-5.01761,76.12700,0.33999,0.483368
-9.86490,-4.99580,77.20730,0.22849,0.36267
-10.94900,-5.04278,77.06800,0.31491,0.45908
-9.86765,-4.93335,78.23770,0.22939,0.348594
-9.56069,-4.94036,78.37220,0.20801,0.336873
-9.74065,-4.99380,79.22320,0.22442,0.36184
-11.11850,-5.05122,73.29200,0.31302,0.442507
-10.77840,-5.03236,72.36500,0.28412,0.410174
-10.51640,-4.97399,76.82900,0.27958,0.415849
-11.33400,-5.01635,74.94300,0.34436,0.461983
-10.45050,-4.99502,72.40400,0.26209,0.390652
-9.32200,-4.92614,80.28860,0.19216,0.319933
-11.92870,-5.10620,71.50100,0.37097,0.503441
-10.16640,-4.92719,77.39750,0.25423,0.372065
-10.26990,-4.96296,77.02900,0.26119,0.385749
-9.67173,-4.96047,75.91260,0.20888,0.336177
-10.60710,-4.95317,73.61300,0.27887,0.402959
-10.57370,-4.98369,75.27000,0.27488,0.398266
-11.15330,-5.04157,73.52100,0.31535,0.451519
-11.19980,-5.00911,74.97300,0.32465,0.465678
-10.54740,-5.02781,75.01200,0.27771,0.417857
-9.79683,-4.97617,78.10340,0.22537,0.352271
-11.48580,-5.01349,73.83500,0.34763,0.473189
-9.43663,-4.94768,78.09140,0.19615,0.324584
-11.31700,-5.09327,73.04800,0.32839,0.472237
-10.29970,-5.02624,75.25800,0.25848,0.390477
-10.92680,-4.98855,74.45200,0.30870,0.44742
-10.39560,-4.92109,77.18600,0.27256,0.391135
-10.66230,-5.01537,78.20000,0.29787,0.431436
-10.59240,-5.05256,74.39400,0.27623,0.422277
-9.81856,-4.97237,78.89670,0.23234,0.380889
-10.27820,-5.01525,74.41990,0.25511,0.387858
-9.74985,-4.93251,76.96820,0.21805,0.338423
-10.81300,-4.98611,74.54100,0.29820,0.429901
-10.35930,-5.00196,77.94700,0.27250,0.410733
-10.56350,-4.94239,74.71500,0.27728,0.403424
-10.24760,-4.95960,75.64490,0.25414,0.375233
-11.75800,-5.02897,73.47100,0.36805,0.495629
-10.14600,-4.97210,77.18890,0.25279,0.368421
-11.01140,-5.02081,74.05000,0.31105,0.437244
-10.92010,-5.04293,73.38600,0.29945,0.433566
-9.89308,-4.95178,75.37090,0.22625,0.358104
-11.81240,-5.03337,73.17400,0.37046,0.491818
-9.80766,-4.95372,79.89900,0.23203,0.36355
-10.76200,-4.96900,76.87200,0.30437,0.432111
-10.33040,-4.94078,76.90300,0.26618,0.392798
-10.83010,-5.04059,76.92900,0.30397,0.444332
-9.56420,-4.96251,81.19450,0.21658,0.3608
-11.13220,-5.01716,74.00400,0.32069,0.450965
-11.36000,-5.00506,77.95100,0.35626,0.481111
-10.19420,-4.93281,76.44470,0.25212,0.37359
-9.92405,-5.02752,77.94880,0.23631,0.380548
-10.10450,-4.96768,79.05840,0.25516,0.391085
-10.38130,-4.96080,75.03200,0.26289,0.389435
-9.71422,-4.95530,77.32660,0.21667,0.339448
-11.45910,-5.03861,71.42700,0.33781,0.475972
-10.76530,-4.95969,77.57700,0.30795,0.433795
-10.51440,-4.96919,75.71200,0.27563,0.395397
-11.21470,-4.96340,73.17800,0.32518,0.448683
-11.37180,-4.99708,75.59200,0.34589,0.469018
-10.38660,-5.00598,78.78900,0.27754,0.416238
-11.38300,-5.02067,71.89100,0.33672,0.4599
-10.43810,-4.94061,78.32600,0.28001,0.412377
-10.54030,-4.97549,76.32700,0.28094,0.413325
-10.11620,-4.94400,75.94560,0.24589,0.375019
-10.75160,-4.98366,74.09800,0.29500,0.43098
-10.65890,-4.98373,73.67000,0.28257,0.420318
-10.42440,-4.96136,74.76000,0.26623,0.386909
-10.19440,-4.90398,76.57990,0.25603,0.375117
-10.44650,-4.99046,76.57200,0.27210,0.402282
-9.89787,-4.98441,76.40130,0.22970,0.369321
-10.60910,-4.98440,73.94300,0.27719,0.403726
-9.85055,-4.96113,75.39370,0.22204,0.344182
-10.26500,-5.02228,72.84170,0.24860,0.391005
-9.64267,-4.93640,81.57850,0.22259,0.352372
-10.12660,-4.93874,77.76370,0.25210,0.377269
-10.53510,-5.02002,77.79100,0.28452,0.426271
-10.34870,-5.00367,76.48600,0.26648,0.405814
-11.11620,-4.97348,78.83400,0.34125,0.464457
-9.62356,-4.95171,80.18740,0.21663,0.344992
-10.80520,-5.03696,75.24100,0.29986,0.448309
-10.79730,-4.99494,74.56300,0.29515,0.424264
-10.59360,-4.97075,76.59600,0.28216,0.410269
-10.19550,-4.98173,75.37280,0.25080,0.378124
